Date,Time (UTC-7),Site,Flow (m3/s),Water Temp (°C),SpC (µS/cm),pH,DOC (mg/L),Sulphate (mg/L),Mg (mg/L),Ca (mg/L),Area (Km2)
2022-07-04,18:27,WC_HWY,5.038444156,14.8,144,8.02,3.8,10.2,4.4,20.8,169.392726
2022-07-06,16:00,WC_HWY,4.653111693,,,,3.5,10.8,3.7,20.3,169.392726
2022-07-08,17:50,WC_HWY,3.981279301,,,,3.5,10.6,3.8,20.4,169.392726
2022-07-15,13:00,WC_HWY,4.644260363,,,,4.2,14.8,4.4,18.7,169.392726
2022-07-20,16:00,WC_HWY,2.988258493,,,,3.1,11.7,3.8,20.4,169.392726
2022-07-26,16:30,WC_HWY,2.622751467,,,,3.2,12.1,4.3,22.3,169.392726
2022-08-03,11:20,WC_HWY,2.167107706,9.7,173.3,7.98,3.1,14,5.1,24.2,169.392726
2022-08-08,17:55,WC_HWY,2.137990947,,,,2.7,13.1,4.7,23.8,169.392726
2022-08-08,17:55,WC_HWY,2.137990947,,,,2.9,12.8,4.7,23.9,169.392726
2022-08-15,17:00,WC_HWY,1.889195223,,,,2.9,13.3,4.7,23.7,169.392726
2022-08-24,15:57,WC_HWY,1.531631252,11.29,186,,2.6,13.4,4.9,25,169.392726
2022-08-24,16:05,WC_HWY,1.531631252,11.29,186,,2.7,14,4.8,24,169.392726
2022-08-31,13:15,WC_HWY,1.387694088,6.81,184,7.78,2.6,15,5,25.2,169.392726
2022-09-15,14:05,WC_HWY,1.217929713,6.5,192.2,7.98,2.6,15.1,6.5,27.5,169.392726
